length;num_cmds;vector;rbtree;create_time;cmd_time;memory_kb
100;100;1;1;0;0;848
100;100;1;0;0;0;824
100;100;0;1;0;0;816
100;100;0;0;0;0;840
100;1000;1;1;0;4;828
100;1000;1;0;0;5;828
100;1000;0;1;0;3;832
100;1000;0;0;0;5;804
100;10000;1;1;0;39;844
100;10000;1;0;0;50;844
100;10000;0;1;0;41;836
100;10000;0;0;0;51;844
